,subj_idx,response,split_by,rt,trial,feedback,samp,type
1548,5,0.0,1,0.2527859299359078,109,0.0,1,simulated
1549,5,0.0,1,1.6207859299363647,110,0.0,1,simulated
1550,5,1.0,1,1.0097859299401681,111,1.0,1,simulated
1551,5,1.0,1,0.6577859299400506,112,1.0,1,simulated
1552,5,1.0,1,0.335785929939943,113,1.0,1,simulated
1553,5,1.0,1,0.4647859299399861,114,1.0,1,simulated
1554,5,1.0,1,0.9207859299401384,115,0.0,1,simulated
1555,5,0.0,1,0.8367859299361029,116,1.0,1,simulated
1556,5,0.0,1,0.38278592993595123,117,0.0,1,simulated
1557,5,1.0,1,0.8277859299401074,118,0.0,1,simulated
1558,5,0.0,1,0.8007859299360909,119,0.0,1,simulated
1559,5,0.0,1,1.1287859299362004,120,0.0,1,simulated
1560,5,1.0,1,0.350785929939948,121,1.0,1,simulated
1561,5,1.0,1,0.3587859299399507,122,1.0,1,simulated
1562,5,1.0,1,0.5927859299400289,123,1.0,1,simulated
1563,5,1.0,1,0.3247859299399393,124,1.0,1,simulated
1564,5,1.0,1,0.3917859299399617,125,1.0,1,simulated
1565,5,0.0,1,0.8427859299361049,126,1.0,1,simulated
1566,5,0.0,1,0.2517859299359075,127,0.0,1,simulated
1567,5,1.0,1,0.71578592994007,128,1.0,1,simulated
1568,5,1.0,1,0.859785929940118,129,1.0,1,simulated
1569,5,1.0,1,0.2827859299399253,130,1.0,1,simulated
1570,5,0.0,1,0.37478592993594856,131,0.0,1,simulated
1571,5,1.0,1,0.6637859299400526,132,1.0,1,simulated
1572,5,1.0,1,0.45478592993998274,133,1.0,1,simulated
1573,5,1.0,1,0.3307859299399413,134,1.0,1,simulated
1574,5,0.0,1,0.4407859299359706,135,1.0,1,simulated
1575,5,1.0,1,0.9267859299401404,136,1.0,1,simulated
1576,5,1.0,1,0.5937859299400292,137,1.0,1,simulated
1577,5,1.0,1,0.8617859299401187,138,1.0,1,simulated
1578,5,0.0,1,0.35978592993594355,139,0.0,1,simulated
1579,5,1.0,1,1.0777859299401908,140,1.0,1,simulated
1580,5,1.0,1,0.6477859299400472,141,1.0,1,simulated
1581,5,1.0,1,0.871785929940122,142,0.0,1,simulated
1582,5,0.0,1,0.24778592993590615,143,1.0,1,simulated
1583,5,0.0,1,2.4567859299366437,144,0.0,1,simulated
1584,5,0.0,1,0.22178592993589746,145,0.0,1,simulated
1585,5,1.0,1,0.8767859299401237,146,0.0,1,simulated
1586,5,0.0,1,0.8137859299360952,147,0.0,1,simulated
1587,5,1.0,1,0.4537859299399824,148,1.0,1,simulated
1588,5,0.0,1,0.5617859299360111,149,0.0,1,simulated
1589,5,1.0,1,0.7027859299400656,150,1.0,1,simulated
1590,5,1.0,1,0.5237859299400058,151,0.0,1,simulated
1591,5,0.0,1,0.5797859299360171,152,0.0,1,simulated
1592,5,0.0,1,0.7647859299360789,153,0.0,1,simulated
1593,5,1.0,1,0.6367859299400436,154,0.0,1,simulated
1594,5,1.0,1,0.4247859299399727,155,1.0,1,simulated
1595,5,1.0,1,0.24978592993991428,156,1.0,1,simulated
1596,5,1.0,1,0.3337859299399423,157,1.0,1,simulated
1597,5,1.0,1,0.377785929939957,158,1.0,1,simulated
1598,5,1.0,1,0.6087859299400342,159,1.0,1,simulated
1599,5,1.0,1,0.44078592993997806,160,1.0,1,simulated
1600,6,0.0,0,0.5761701329577633,1,0.0,1,simulated
1601,6,1.0,0,0.3031701329616796,2,1.0,1,simulated
1602,6,1.0,0,0.4771701329617377,3,1.0,1,simulated
1603,6,1.0,0,0.32217013296168595,4,1.0,1,simulated
1604,6,1.0,0,0.4761701329617374,5,0.0,1,simulated
1605,6,1.0,0,1.0251701329619207,6,1.0,1,simulated
1606,6,1.0,0,0.6471701329617945,7,1.0,1,simulated
1607,6,1.0,0,0.5341701329617567,8,1.0,1,simulated
1608,6,1.0,0,0.38117013296170565,9,1.0,1,simulated
1609,6,1.0,0,0.43117013296172235,10,1.0,1,simulated
1610,6,1.0,0,0.46317013296173304,11,0.0,1,simulated
1611,6,1.0,0,0.8691701329618686,12,1.0,1,simulated
1612,6,1.0,0,0.36317013296169964,13,1.0,1,simulated
1613,6,1.0,0,1.1371701329619581,14,0.0,1,simulated
1614,6,0.0,0,0.3871701329577002,15,1.0,1,simulated
1615,6,0.0,0,0.26817013295766046,16,0.0,1,simulated
1616,6,1.0,0,0.29517013296167693,17,0.0,1,simulated
1617,6,0.0,0,0.44517013295771957,18,0.0,1,simulated
1618,6,0.0,0,0.9391701329578845,19,0.0,1,simulated
1619,6,1.0,0,0.8391701329618586,20,1.0,1,simulated
1620,6,1.0,0,0.4561701329617307,21,0.0,1,simulated
1621,6,1.0,0,0.2711701329616689,22,1.0,1,simulated
1622,6,1.0,0,0.882170132961873,23,1.0,1,simulated
1623,6,1.0,0,0.2611701329616656,24,1.0,1,simulated
1624,6,1.0,0,0.3151701329616836,25,0.0,1,simulated
1625,6,0.0,0,0.629170132957781,26,1.0,1,simulated
1626,6,0.0,0,0.38317013295769886,27,0.0,1,simulated
1627,6,0.0,0,0.8661701329578602,28,0.0,1,simulated
1628,6,0.0,0,0.42117013295771155,29,0.0,1,simulated
1629,6,1.0,0,0.31017013296168194,30,1.0,1,simulated
1630,6,1.0,0,0.7511701329618292,31,1.0,1,simulated
1631,6,1.0,0,0.35717013296169764,32,1.0,1,simulated
1632,6,1.0,0,0.5561701329617641,33,0.0,1,simulated
1633,6,0.0,0,1.9281701329582148,34,1.0,1,simulated
1634,6,0.0,0,0.7891701329578344,35,0.0,1,simulated
1635,6,1.0,0,0.885170132961874,36,1.0,1,simulated
1636,6,1.0,0,1.4381701329620586,37,1.0,1,simulated
1637,6,1.0,0,1.1461701329619611,38,0.0,1,simulated
1638,6,1.0,0,0.6401701329617921,39,0.0,1,simulated
1639,6,0.0,0,0.43617013295771656,40,1.0,1,simulated
1640,6,0.0,0,0.6131701329577757,41,0.0,1,simulated
1641,6,1.0,0,0.5231701329617531,42,0.0,1,simulated
1642,6,1.0,0,1.1621701329619665,43,0.0,1,simulated
1643,6,1.0,0,1.0031701329619134,44,1.0,1,simulated
1644,6,1.0,0,0.41317013296171634,45,0.0,1,simulated
1645,6,1.0,0,1.2921701329620099,46,0.0,1,simulated
1646,6,1.0,0,1.104170132961947,47,0.0,1,simulated
1647,6,1.0,0,0.33417013296168996,48,0.0,1,simulated
1648,6,0.0,0,0.3521701329576885,49,1.0,1,simulated
1649,6,0.0,0,0.8031701329578391,50,1.0,1,simulated
1650,6,0.0,0,0.7461701329578201,51,0.0,1,simulated
1651,6,1.0,0,0.3621701329616993,52,1.0,1,simulated
1652,6,1.0,0,0.8401701329618589,53,0.0,1,simulated
1653,6,0.0,0,0.44817013295772057,54,0.0,1,simulated
1654,6,1.0,0,1.643170132962127,55,1.0,1,simulated
1655,6,1.0,0,0.4351701329617237,56,1.0,1,simulated
1656,6,1.0,0,0.23317013296165626,57,1.0,1,simulated
1657,6,1.0,0,0.972170132961903,58,0.0,1,simulated
1658,6,1.0,0,0.35717013296169764,59,1.0,1,simulated
1659,6,1.0,0,0.37817013296170465,60,1.0,1,simulated
1660,6,1.0,0,0.3181701329616846,61,1.0,1,simulated
1661,6,1.0,0,0.46317013296173304,62,1.0,1,simulated
1662,6,1.0,0,0.6031701329617798,63,0.0,1,simulated
1663,6,1.0,0,0.41917013296171834,64,0.0,1,simulated
1664,6,1.0,0,0.5131701329617497,65,1.0,1,simulated
1665,6,1.0,0,0.3651701329617003,66,1.0,1,simulated
1666,6,1.0,0,0.412170132961716,67,1.0,1,simulated
1667,6,1.0,0,0.4651701329617337,68,1.0,1,simulated
1668,6,1.0,0,1.2101701329619825,69,1.0,1,simulated
1669,6,1.0,0,0.3621701329616993,70,1.0,1,simulated
1670,6,1.0,0,0.7981701329618449,71,0.0,1,simulated
1671,6,1.0,0,1.0731701329619368,72,1.0,1,simulated
1672,6,1.0,0,0.36917013296170165,73,1.0,1,simulated
1673,6,1.0,0,0.4501701329617287,74,1.0,1,simulated
1674,6,1.0,0,0.7501701329618289,75,0.0,1,simulated
1675,6,1.0,0,0.3591701329616983,76,1.0,1,simulated
1676,6,1.0,0,1.7171701329621518,77,1.0,1,simulated
1677,6,1.0,0,0.2881701329616746,78,0.0,1,simulated
1678,6,0.0,0,0.8781701329578642,79,0.0,1,simulated
1679,6,0.0,0,0.590170132957768,80,0.0,1,simulated
1680,6,1.0,0,0.37517013296170365,81,1.0,1,simulated
1681,6,1.0,0,1.014170132961917,82,0.0,1,simulated
1682,6,0.0,0,0.2991701329576708,83,0.0,1,simulated
1683,6,1.0,0,0.7341701329618235,84,0.0,1,simulated
1684,6,0.0,0,0.4901701329577346,85,0.0,1,simulated
1685,6,0.0,0,0.4991701329577376,86,0.0,1,simulated
1686,6,1.0,0,0.3471701329616943,87,0.0,1,simulated
1687,6,1.0,0,1.029170132961922,88,1.0,1,simulated
1688,6,1.0,0,0.4791701329617384,89,0.0,1,simulated
1689,6,1.0,0,0.4231701329617197,90,1.0,1,simulated
1690,6,1.0,0,0.5491701329617618,91,1.0,1,simulated
1691,6,1.0,0,0.3201701329616853,92,0.0,1,simulated
1692,6,0.0,0,0.3791701329576975,93,0.0,1,simulated
1693,6,1.0,0,0.6491701329617952,94,1.0,1,simulated
1694,6,1.0,0,0.2801701329616719,95,1.0,1,simulated
1695,6,1.0,0,0.6091701329617818,96,1.0,1,simulated
1696,6,1.0,0,0.6851701329618072,97,0.0,1,simulated
1697,6,0.0,0,0.7381701329578174,98,1.0,1,simulated
1698,6,0.0,0,0.6931701329578024,99,0.0,1,simulated
1699,6,1.0,0,0.421170132961719,100,1.0,1,simulated
1700,6,1.0,0,0.38717013296170766,101,0.0,1,simulated
1701,6,1.0,0,0.7651701329618339,102,1.0,1,simulated
1702,6,0.0,0,0.35917013295769085,103,0.0,1,simulated
1703,6,1.0,0,0.7251701329618205,104,0.0,1,simulated
1704,6,1.0,0,0.6001701329617788,105,0.0,1,simulated
1705,6,0.0,0,0.4101701329577079,106,0.0,1,simulated
1706,6,1.0,0,0.7521701329618296,107,1.0,1,simulated
1707,6,0.0,0,0.30317013295767214,108,0.0,1,simulated
1708,6,1.0,0,0.9491701329618953,109,1.0,1,simulated
1709,6,1.0,0,1.1891701329619755,110,1.0,1,simulated
1710,6,1.0,0,1.6871701329621418,111,1.0,1,simulated
1711,6,1.0,0,0.45117013296172903,112,0.0,1,simulated
1712,6,0.0,0,0.8031701329578391,113,1.0,1,simulated
1713,6,0.0,0,1.4701701329580619,114,0.0,1,simulated
1714,6,1.0,0,0.8051701329618473,115,1.0,1,simulated
1715,6,1.0,0,0.36617013296170065,116,0.0,1,simulated
1716,6,0.0,0,1.506170132958074,117,1.0,1,simulated
1717,6,1.0,0,0.4531701329617297,118,1.0,1,simulated
1718,6,0.0,0,0.30917013295767415,119,1.0,1,simulated
1719,6,0.0,0,0.37417013295769586,120,0.0,1,simulated
1720,6,1.0,0,0.46117013296173237,121,1.0,1,simulated
1721,6,1.0,0,0.7191701329618185,122,1.0,1,simulated
1722,6,1.0,0,0.9371701329618913,123,0.0,1,simulated
1723,6,1.0,0,0.5501701329617621,124,1.0,1,simulated
1724,6,1.0,0,0.8151701329618506,125,1.0,1,simulated
1725,6,1.0,0,0.6151701329617838,126,1.0,1,simulated
1726,6,1.0,0,0.42817013296172135,127,0.0,1,simulated
1727,6,1.0,0,0.2831701329616729,128,0.0,1,simulated
1728,6,0.0,0,0.5501701329577546,129,0.0,1,simulated
1729,6,0.0,0,0.2571701329576568,130,0.0,1,simulated
1730,6,1.0,0,1.0811701329619394,131,0.0,1,simulated
1731,6,0.0,0,0.3481701329576872,132,0.0,1,simulated
1732,6,1.0,0,0.972170132961903,133,1.0,1,simulated
1733,6,1.0,0,0.5481701329617614,134,1.0,1,simulated
1734,6,1.0,0,0.8191701329618519,135,1.0,1,simulated
1735,6,1.0,0,0.3641701329617,136,1.0,1,simulated
1736,6,1.0,0,0.6751701329618038,137,0.0,1,simulated
1737,6,1.0,0,0.23917013296165826,138,1.0,1,simulated
1738,6,1.0,0,0.3621701329616993,139,1.0,1,simulated
1739,6,1.0,0,1.2721701329620032,140,1.0,1,simulated
1740,6,1.0,0,0.6831701329618065,141,1.0,1,simulated
1741,6,1.0,0,0.2671701329616676,142,1.0,1,simulated
1742,6,1.0,0,0.23217013296165592,143,1.0,1,simulated
1743,6,1.0,0,0.6751701329618038,144,1.0,1,simulated
1744,6,1.0,0,0.5191701329617517,145,0.0,1,simulated
1745,6,1.0,0,0.3771701329617043,146,1.0,1,simulated
1746,6,0.0,0,0.7301701329578147,147,0.0,1,simulated
1747,6,1.0,0,0.5551701329617638,148,0.0,1,simulated
1748,6,0.0,0,0.4231701329577122,149,0.0,1,simulated
1749,6,1.0,0,0.41617013296171734,150,1.0,1,simulated
1750,6,1.0,0,0.6661701329618008,151,1.0,1,simulated
1751,6,1.0,0,0.361170132961699,152,1.0,1,simulated
1752,6,1.0,0,0.35517013296169697,153,1.0,1,simulated
1753,6,1.0,0,0.26017013296166525,154,1.0,1,simulated
1754,6,1.0,0,0.26317013296166625,155,1.0,1,simulated
1755,6,1.0,0,0.7671701329618346,156,0.0,1,simulated
1756,6,0.0,0,0.9651701329578932,157,0.0,1,simulated
1757,6,0.0,0,0.620170132957778,158,1.0,1,simulated
1758,6,0.0,0,0.7801701329578314,159,0.0,1,simulated
1759,6,1.0,0,0.936170132961891,160,1.0,1,simulated
1760,6,1.0,1,0.6486526720641741,1,0.0,1,simulated
1761,6,1.0,1,0.6596526720641778,2,1.0,1,simulated
1762,6,0.0,1,0.9566526720602695,3,0.0,1,simulated
1763,6,1.0,1,0.4386526720641039,4,0.0,1,simulated
1764,6,1.0,1,1.1196526720643314,5,1.0,1,simulated
1765,6,1.0,1,0.5206526720641313,6,0.0,1,simulated
1766,6,0.0,1,0.5126526720601212,7,1.0,1,simulated
1767,6,0.0,1,0.3366526720600624,8,0.0,1,simulated
1768,6,1.0,1,0.6876526720641871,9,0.0,1,simulated
1769,6,0.0,1,0.5636526720601382,10,0.0,1,simulated
1770,6,0.0,1,0.45865267206010313,11,1.0,1,simulated
1771,6,0.0,1,0.6146526720601553,12,0.0,1,simulated
1772,6,1.0,1,0.4596526720641109,13,0.0,1,simulated
1773,6,0.0,1,0.4396526720600968,14,0.0,1,simulated
1774,6,0.0,1,0.6096526720601536,15,0.0,1,simulated
1775,6,0.0,1,0.697652672060183,16,0.0,1,simulated
1776,6,0.0,1,0.5316526720601276,17,1.0,1,simulated
1777,6,1.0,1,0.5186526720641307,18,1.0,1,simulated
1778,6,0.0,1,1.4956526720604495,19,0.0,1,simulated
1779,6,1.0,1,0.3146526720640625,20,1.0,1,simulated
1780,6,1.0,1,0.2886526720640538,21,1.0,1,simulated
1781,6,1.0,1,1.1166526720643304,22,0.0,1,simulated
1782,6,0.0,1,0.40365267206008476,23,0.0,1,simulated
1783,6,0.0,1,0.727652672060193,24,1.0,1,simulated
1784,6,0.0,1,0.35665267206006906,25,1.0,1,simulated
1785,6,0.0,1,0.26165267206003734,26,0.0,1,simulated
1786,6,0.0,1,0.4166526720600891,27,0.0,1,simulated
1787,6,0.0,1,0.5126526720601212,28,0.0,1,simulated
1788,6,1.0,1,0.5776526720641504,29,1.0,1,simulated
1789,6,1.0,1,0.4326526720641019,30,0.0,1,simulated
1790,6,0.0,1,0.8226526720602247,31,0.0,1,simulated
1791,6,1.0,1,0.8326526720642355,32,1.0,1,simulated
1792,6,1.0,1,0.41065267206409456,33,1.0,1,simulated
1793,6,1.0,1,0.48965267206412094,34,1.0,1,simulated
1794,6,1.0,1,0.39865267206409055,35,1.0,1,simulated
1795,6,1.0,1,0.7616526720642118,36,1.0,1,simulated
1796,6,1.0,1,0.2556526720640428,37,0.0,1,simulated
1797,6,1.0,1,0.43365267206410224,38,1.0,1,simulated
1798,6,1.0,1,0.4856526720641196,39,0.0,1,simulated
1799,6,1.0,1,1.0176526720642973,40,1.0,1,simulated
1800,6,0.0,1,1.2896526720603807,41,0.0,1,simulated
1801,6,1.0,1,0.30965267206406083,42,0.0,1,simulated
1802,6,1.0,1,0.3256526720640662,43,0.0,1,simulated
1803,6,0.0,1,0.5196526720601236,44,0.0,1,simulated
1804,6,1.0,1,1.1806526720643518,45,0.0,1,simulated
1805,6,0.0,1,1.0006526720602842,46,0.0,1,simulated
1806,6,0.0,1,1.0036526720602852,47,1.0,1,simulated
1807,6,0.0,1,0.5536526720601349,48,0.0,1,simulated
1808,6,1.0,1,0.3856526720640862,49,1.0,1,simulated
1809,6,1.0,1,0.32465267206406584,50,1.0,1,simulated
1810,6,1.0,1,0.7176526720641971,51,0.0,1,simulated
1811,6,0.0,1,0.5606526720601372,52,0.0,1,simulated
1812,6,1.0,1,0.8436526720642392,53,1.0,1,simulated
1813,6,1.0,1,0.8576526720642439,54,1.0,1,simulated
1814,6,1.0,1,0.4596526720641109,55,0.0,1,simulated
1815,6,0.0,1,1.1456526720603326,56,1.0,1,simulated
1816,6,0.0,1,0.640652672060164,57,0.0,1,simulated
1817,6,1.0,1,0.45765267206411026,58,0.0,1,simulated
1818,6,1.0,1,0.501652672064125,59,1.0,1,simulated
1819,6,1.0,1,0.2946526720640558,60,1.0,1,simulated
1820,6,1.0,1,0.7116526720641951,61,1.0,1,simulated
1821,6,1.0,1,0.4826526720641186,62,1.0,1,simulated
1822,6,1.0,1,0.36265267206407853,63,1.0,1,simulated
1823,6,1.0,1,0.5696526720641477,64,1.0,1,simulated
1824,6,1.0,1,0.31665267206406317,65,0.0,1,simulated
1825,6,0.0,1,0.42965267206009344,66,0.0,1,simulated
1826,6,1.0,1,0.32165267206406484,67,0.0,1,simulated
1827,6,0.0,1,1.7616526720605383,68,1.0,1,simulated
1828,6,0.0,1,0.5756526720601423,69,0.0,1,simulated
1829,6,0.0,1,0.4136526720600881,70,0.0,1,simulated
1830,6,0.0,1,0.47365267206010814,71,0.0,1,simulated
1831,6,0.0,1,1.3096526720603874,72,0.0,1,simulated
1832,6,0.0,1,0.7616526720602044,73,1.0,1,simulated
1833,6,0.0,1,1.4416526720604315,74,1.0,1,simulated
1834,6,0.0,1,0.787652672060213,75,0.0,1,simulated
1835,6,0.0,1,0.9236526720602585,76,0.0,1,simulated
1836,6,1.0,1,0.3256526720640662,77,0.0,1,simulated
1837,6,0.0,1,0.6426526720601646,78,0.0,1,simulated
1838,6,1.0,1,0.534652672064136,79,1.0,1,simulated
1839,6,1.0,1,0.7606526720642115,80,1.0,1,simulated
1840,6,1.0,1,0.9436526720642726,81,1.0,1,simulated
1841,6,1.0,1,0.47865267206411727,82,0.0,1,simulated
1842,6,1.0,1,0.5096526720641277,83,1.0,1,simulated
1843,6,1.0,1,0.6016526720641584,84,1.0,1,simulated
1844,6,1.0,1,0.507652672064127,85,1.0,1,simulated
1845,6,1.0,1,0.4936526720641223,86,1.0,1,simulated
1846,6,1.0,1,0.6456526720641731,87,1.0,1,simulated
1847,6,1.0,1,0.6496526720641744,88,1.0,1,simulated
1848,6,1.0,1,0.3286526720640672,89,1.0,1,simulated
1849,6,1.0,1,0.38965267206408755,90,0.0,1,simulated
1850,6,0.0,1,0.3786526720600764,91,0.0,1,simulated
1851,6,1.0,1,0.7396526720642045,92,1.0,1,simulated
1852,6,1.0,1,0.38365267206408554,93,1.0,1,simulated
1853,6,1.0,1,0.45465267206410925,94,1.0,1,simulated
1854,6,1.0,1,0.4416526720641049,95,1.0,1,simulated
1855,6,1.0,1,0.36865267206408053,96,1.0,1,simulated
1856,6,1.0,1,0.4346526720641026,97,0.0,1,simulated
1857,6,0.0,1,0.8716526720602411,98,0.0,1,simulated
1858,6,0.0,1,0.7176526720601897,99,0.0,1,simulated
1859,6,0.0,1,0.6016526720601509,100,1.0,1,simulated
1860,6,0.0,1,0.36265267206007107,101,1.0,1,simulated
1861,6,0.0,1,0.31165267206005404,102,0.0,1,simulated
1862,6,0.0,1,0.5106526720601205,103,0.0,1,simulated
1863,6,0.0,1,0.8726526720602414,104,0.0,1,simulated
1864,6,1.0,1,0.4376526720641036,105,0.0,1,simulated
1865,6,1.0,1,0.9166526720642636,106,1.0,1,simulated
1866,6,1.0,1,0.4126526720640952,107,0.0,1,simulated
1867,6,0.0,1,2.4216526720607585,108,1.0,1,simulated
1868,6,0.0,1,0.31265267206005437,109,0.0,1,simulated
1869,6,0.0,1,0.3396526720600634,110,0.0,1,simulated
1870,6,1.0,1,0.29565267206405615,111,1.0,1,simulated
1871,6,1.0,1,0.6056526720641597,112,1.0,1,simulated
1872,6,1.0,1,0.4326526720641019,113,1.0,1,simulated
1873,6,1.0,1,0.4656526720641129,114,1.0,1,simulated
1874,6,1.0,1,0.6956526720641898,115,1.0,1,simulated
1875,6,1.0,1,0.4086526720640939,116,1.0,1,simulated
1876,6,1.0,1,0.4586526720641106,117,1.0,1,simulated
1877,6,1.0,1,0.3936526720640889,118,1.0,1,simulated
1878,6,1.0,1,0.44265267206410525,119,1.0,1,simulated
1879,6,1.0,1,0.3036526720640588,120,0.0,1,simulated
1880,6,1.0,1,0.54665267206414,121,1.0,1,simulated
1881,6,1.0,1,0.6206526720641647,122,0.0,1,simulated
1882,6,0.0,1,0.8086526720602201,123,0.0,1,simulated
1883,6,1.0,1,0.3006526720640578,124,1.0,1,simulated
1884,6,1.0,1,0.7446526720642062,125,1.0,1,simulated
1885,6,1.0,1,0.33365267206406884,126,1.0,1,simulated
1886,6,1.0,1,0.7466526720642068,127,1.0,1,simulated
1887,6,1.0,1,0.3476526720640735,128,1.0,1,simulated
1888,6,1.0,1,0.29565267206405615,129,1.0,1,simulated
1889,6,1.0,1,0.29565267206405615,130,1.0,1,simulated
1890,6,1.0,1,0.3416526720640715,131,1.0,1,simulated
1891,6,1.0,1,0.3316526720640682,132,0.0,1,simulated
1892,6,1.0,1,0.35765267206407686,133,1.0,1,simulated
1893,6,1.0,1,0.4096526720640942,134,1.0,1,simulated
1894,6,1.0,1,0.4206526720640979,135,1.0,1,simulated
1895,6,1.0,1,0.2976526720640568,136,0.0,1,simulated
1896,6,1.0,1,1.1926526720643558,137,1.0,1,simulated
1897,6,0.0,1,0.754652672060202,138,1.0,1,simulated
1898,6,1.0,1,0.25165267206404146,139,1.0,1,simulated
1899,6,1.0,1,0.4176526720640969,140,0.0,1,simulated
1900,6,0.0,1,0.5316526720601276,141,0.0,1,simulated
1901,6,0.0,1,0.4606526720601038,142,0.0,1,simulated
1902,6,1.0,1,0.4626526720641119,143,1.0,1,simulated
1903,6,1.0,1,0.3976526720640902,144,1.0,1,simulated
1904,6,1.0,1,0.29865267206405716,145,1.0,1,simulated
1905,6,1.0,1,0.5886526720641541,146,1.0,1,simulated
1906,6,1.0,1,0.4236526720640989,147,1.0,1,simulated
1907,6,1.0,1,0.2826526720640518,148,1.0,1,simulated
1908,6,1.0,1,0.4376526720641036,149,1.0,1,simulated
1909,6,1.0,1,0.4556526720641096,150,1.0,1,simulated
1910,6,1.0,1,0.25165267206404146,151,1.0,1,simulated
1911,6,1.0,1,0.48065267206411794,152,1.0,1,simulated
1912,6,1.0,1,0.4176526720640969,153,1.0,1,simulated
1913,6,1.0,1,0.31665267206406317,154,1.0,1,simulated
1914,6,1.0,1,0.5856526720641531,155,0.0,1,simulated
1915,6,1.0,1,2.092652672064656,156,1.0,1,simulated
1916,6,0.0,1,0.3636526720600714,157,0.0,1,simulated
1917,6,1.0,1,1.079652672064318,158,0.0,1,simulated
1918,6,1.0,1,0.3916526720640882,159,1.0,1,simulated
1919,6,0.0,1,0.37665267206007574,160,0.0,1,simulated
1920,7,0.0,0,0.7288290015990786,1,1.0,1,simulated
1921,7,0.0,0,0.6648290015990572,2,1.0,1,simulated
1922,7,0.0,0,0.3688290015989584,3,1.0,1,simulated
1923,7,1.0,0,0.34282900160295715,4,1.0,1,simulated
1924,7,0.0,0,0.35882900159895503,5,0.0,1,simulated
1925,7,1.0,0,0.8438290016031245,6,1.0,1,simulated
1926,7,0.0,0,0.8238290015991103,7,0.0,1,simulated
1927,7,0.0,0,0.3308290015989457,8,0.0,1,simulated
1928,7,1.0,0,0.5378290016030223,9,0.0,1,simulated
1929,7,1.0,0,0.548829001603026,10,1.0,1,simulated
1930,7,1.0,0,0.47882900160300257,11,0.0,1,simulated
1931,7,1.0,0,0.9428290016031575,12,1.0,1,simulated
1932,7,1.0,0,0.5468290016030253,13,1.0,1,simulated
1933,7,1.0,0,0.4038290016029775,14,0.0,1,simulated
1934,7,0.0,0,0.7418290015990829,15,0.0,1,simulated
1935,7,0.0,0,1.229829001599246,16,0.0,1,simulated
1936,7,1.0,0,0.5408290016030233,17,0.0,1,simulated
1937,7,1.0,0,0.7218290016030837,18,1.0,1,simulated
1938,7,1.0,0,0.3178290016029488,19,1.0,1,simulated
1939,7,1.0,0,0.3968290016029752,20,1.0,1,simulated
1940,7,1.0,0,0.5658290016030316,21,0.0,1,simulated
1941,7,1.0,0,0.33082900160295314,22,1.0,1,simulated
1942,7,1.0,0,0.45482900160299455,23,0.0,1,simulated
1943,7,1.0,0,1.1258290016032186,24,0.0,1,simulated
1944,7,1.0,0,0.25982900160292943,25,1.0,1,simulated
1945,7,1.0,0,0.4238290016029842,26,1.0,1,simulated
1946,7,1.0,0,0.46682900160299856,27,1.0,1,simulated
1947,7,1.0,0,0.2528290016029271,28,1.0,1,simulated
1948,7,1.0,0,0.722829001603084,29,1.0,1,simulated
1949,7,0.0,0,0.6718290015990596,30,1.0,1,simulated
1950,7,1.0,0,0.4648290016029979,31,1.0,1,simulated
1951,7,1.0,0,0.2848290016029378,32,0.0,1,simulated
1952,7,0.0,0,0.7118290015990729,33,0.0,1,simulated
1953,7,1.0,0,1.4828290016033379,34,0.0,1,simulated
1954,7,0.0,0,0.6878290015990649,35,0.0,1,simulated
1955,7,1.0,0,0.8168290016031154,36,0.0,1,simulated
1956,7,0.0,0,0.48582900159899745,37,0.0,1,simulated
1957,7,1.0,0,0.48982900160300624,38,1.0,1,simulated
1958,7,1.0,0,0.6548290016030613,39,0.0,1,simulated
1959,7,1.0,0,1.1488290016032263,40,0.0,1,simulated
1960,7,0.0,0,0.5308290015990125,41,0.0,1,simulated
1961,7,0.0,0,0.4578290015989881,42,1.0,1,simulated
1962,7,0.0,0,0.271829001598926,43,1.0,1,simulated
1963,7,0.0,0,0.9328290015991467,44,0.0,1,simulated
1964,7,0.0,0,0.7888290015990986,45,0.0,1,simulated
1965,7,1.0,0,0.6168290016030487,46,1.0,1,simulated
1966,7,0.0,0,0.35982900159895537,47,0.0,1,simulated
1967,7,0.0,0,1.0198290015991758,48,0.0,1,simulated
1968,7,0.0,0,1.54182900159935,49,0.0,1,simulated
1969,7,1.0,0,0.34582900160295815,50,1.0,1,simulated
1970,7,0.0,0,1.0708290015991928,51,1.0,1,simulated
1971,7,1.0,0,0.6368290016030553,52,1.0,1,simulated
1972,7,0.0,0,0.2608290015989223,53,0.0,1,simulated
1973,7,1.0,0,0.7278290016030857,54,0.0,1,simulated
1974,7,1.0,0,0.8958290016031418,55,1.0,1,simulated
1975,7,1.0,0,0.6848290016030714,56,1.0,1,simulated
1976,7,0.0,0,0.4878290015989981,57,0.0,1,simulated
1977,7,1.0,0,0.3918290016029735,58,0.0,1,simulated
1978,7,1.0,0,0.27182900160293344,59,1.0,1,simulated
1979,7,1.0,0,0.8758290016031351,60,1.0,1,simulated
1980,7,0.0,0,0.3778290015989614,61,0.0,1,simulated
1981,7,1.0,0,0.6948290016030747,62,1.0,1,simulated
1982,7,1.0,0,0.33982900160295615,63,1.0,1,simulated
1983,7,1.0,0,0.3388290016029558,64,1.0,1,simulated
1984,7,1.0,0,0.4148290016029812,65,1.0,1,simulated
