params                          mean       std       2.5q       25q       50q       75q      97.5q    mc_err
alpha_subj(HC.food).71          0.595453  2.177971  -1.475371 -0.558489  0.023472  0.787534   7.648873  0.041674
alpha_subj(HC.food).73          3.600971  3.892412  -3.636405  1.004125   3.29421  6.107921  11.777389  0.060027
alpha_subj(HC.food).75          2.664546   2.78151   0.045067  0.817994   1.58952  3.557207   10.38216  0.053762
alpha_subj(HC.food).79          2.340906  2.907656  -0.505374  0.404328  1.181065  3.397292   10.21217  0.056705
alpha_subj(HC.food).80          3.987404  3.507289  -1.430337  1.338105  3.596527  6.201327  11.815243  0.053815
alpha_subj(HC.food).81          4.788122  3.561982  -2.881476  2.597765   4.59632  6.928591  12.134679  0.057689
alpha_subj(HC.food).84         -0.313544  0.850143  -1.460772 -0.777006 -0.407453  0.005997   1.243199  0.018558
alpha_subj(HC.food).85          1.426646  4.407905  -4.034366 -2.307443  0.368789  4.648968  11.097867  0.131303
alpha_subj(HC.food).87          4.973384   3.08423   0.604426  2.615482  4.468843  6.812185  12.027933  0.045583
alpha_subj(HC.food).88          5.938517  2.944995   1.448282  3.816434  5.478793  7.645716  12.907272  0.049245
alpha_subj(HC.food).89          5.064817  3.108019   0.445768  2.717252    4.6598  6.947188  12.107552   0.04582
alpha_subj(HC.food).90          3.800228  3.117517   0.202337     1.369  2.831977  5.598404  11.488222  0.053298
alpha_subj(HC.food).94          5.345596   2.88036   1.547756  3.123909   4.75323  6.977569  12.273708  0.045557
alpha_subj(HC.food).96          6.346527  2.694481    2.44183   4.35639  5.868293  7.906243  12.666996  0.044153
alpha_subj(HC.food).97         -0.347155  0.539985  -1.348818 -0.698532 -0.365762 -0.018791   0.735709  0.006406
alpha_subj(HC.food).98          2.591418  4.525725  -6.080667 -0.415013   2.62792    5.6575  11.701968  0.073254
alpha_subj(HC.food).100         2.355286  2.292198   0.354222  1.008394  1.545528  2.676401   9.282513  0.047821
alpha_subj(HC.food).101         5.482484  3.007405   0.912412  3.239249   5.05973  7.325636  12.277211  0.048777
alpha_subj(HC.food).102         2.963042  3.752243  -2.374643  -0.11498  2.398191  5.433145  11.367017  0.084693
alpha_subj(HC.food).103         5.849731  2.847707   1.675083  3.710161  5.368673  7.490025  12.491835  0.049013
alpha_subj(HC.food).104         2.889699   4.56499  -5.971855  0.005095  3.217216  5.959775   11.66659  0.136636
alpha_subj(HC.food).105        -2.648069  0.663442   -3.83385 -3.109599 -2.701809 -2.219451  -1.276914  0.017942
alpha_subj(HC.food).106         2.034934  4.764434  -6.579155 -1.558057  2.077585  5.358667  11.266725  0.081205
alpha_subj(HC.food).107         4.705605  3.079285   0.776389   2.27477  4.044866  6.504877  12.166285  0.057928
alpha_subj(HC.food).108         4.914332  3.228455   0.062199  2.470297  4.536179   6.89763  12.244604  0.070043
alpha_subj(HC.food).109          5.80443  2.893603   1.473699  3.635021   5.40133   7.50687  12.502582  0.044178
alpha_subj(HC.food).110         2.302842   4.89859  -7.016921 -1.084709  2.661182  5.714492  11.364399  0.092111
alpha_subj(HC.food).112         5.438455  2.856401   1.590173  3.198998  4.894891  7.100174  12.350995  0.049186
alpha_subj(HC.food).117         5.895246  2.842606    1.67075  3.784702  5.446628  7.543331  12.455181  0.043223
alpha_subj(HC.neutral).47        1.68216  4.767838  -7.147417 -2.193916  2.001642  5.070064  10.594051  0.099578
alpha_subj(HC.neutral).48       5.323513  2.760308   1.535482  3.207922  4.832462  6.892061  11.990462  0.044876
alpha_subj(HC.neutral).50       5.162019  2.838573   1.138765  3.003717  4.679313  6.826048  11.777633  0.044848
alpha_subj(HC.neutral).51      -0.639987  0.612468  -1.713041 -1.039363 -0.667988 -0.291765   0.602915  0.014031
alpha_subj(HC.neutral).52       4.643203   3.21064  -1.863893  2.525659  4.435975  6.584529  11.488114  0.053918
alpha_subj(HC.neutral).54      -2.961629  2.713921   -7.66072  -4.22432 -3.236526 -2.194274   5.182136  0.072356
alpha_subj(HC.neutral).56       5.296304  2.844899   1.206038  3.159029  4.799403  6.925068   11.89714  0.049274
alpha_subj(HC.neutral).60       3.563643  3.035997  -0.467016  1.278693  2.808576  5.301848  10.972479   0.04416
alpha_subj(HC.neutral).61       0.129894  0.377894  -0.554003 -0.127777  0.105786  0.359761   0.940643  0.004161
alpha_subj(HC.neutral).62       5.690779  2.599464   2.067347  3.733522  5.210392  7.151365  11.786184  0.043815
alpha_subj(HC.neutral).64       5.699621  2.657608   1.784724   3.74888  5.306149  7.218322  11.987181  0.044556
alpha_subj(HC.neutral).66       1.027195  3.354661  -2.722575 -1.479346 -0.022684  2.641777   9.574036  0.083831
alpha_subj(HC.neutral).67       2.173537  3.326973   -2.16395 -0.329959  1.356565   4.18154  10.089936  0.100938
alpha_subj(HC.neutral).68      -1.116591  1.401554  -2.830849 -1.971628 -1.333443 -0.572066   1.832916  0.032652
alpha_subj(HC.neutral).69       5.031527  3.066891   0.152236  2.962479  4.751831  6.868813  11.732598  0.051067
alpha_subj(HC.neutral).70       4.808164  2.841807   1.051893  2.631662  4.205925   6.41686  11.710713  0.042747
alpha_subj(HC.neutral).71       4.506558  2.822584   1.050305  2.339631  3.775851  6.072842  11.500847  0.050433
alpha_subj(HC.neutral).73       3.021036  4.029047     -5.426  0.685472  3.012991  5.575594  10.971944  0.067022
alpha_subj(HC.neutral).75       5.384933  2.740481   1.520427  3.306156  4.894409  6.957408  11.852625  0.042559
alpha_subj(HC.neutral).79       0.039633  1.747151  -1.843566 -0.924621 -0.305278  0.378237   5.659814  0.038503
alpha_subj(HC.neutral).80       3.949965  3.114176  -0.721194  1.631111  3.447131  5.821745  11.008648  0.057572
alpha_subj(HC.neutral).81      -1.420045  2.163506  -3.387556 -2.534929  -2.02128 -1.269437   5.516736  0.053088
alpha_subj(HC.neutral).84      -2.721983  1.487149  -4.296909 -3.325503 -2.925593 -2.490615   0.908645  0.048508
alpha_subj(HC.neutral).85       -0.78678  2.020743  -2.966225 -1.877825 -1.232694 -0.401871   5.590821  0.048065
alpha_subj(HC.neutral).87       5.819983  2.615966   1.934523  3.915106  5.424142  7.306103  12.095749  0.038594
alpha_subj(HC.neutral).88       2.356447  2.848026  -1.048835  0.450306  1.436879  3.543283   9.880921  0.053515
alpha_subj(HC.neutral).89       0.727424  4.780234  -7.390513 -3.165829  0.611791  4.203852  10.095005  0.113022
alpha_subj(HC.neutral).90       0.475054  1.024669  -0.589362   -0.0321  0.304973  0.711498   2.618537  0.021845
alpha_subj(HC.neutral).94        5.69931  2.676885      1.885  3.687722  5.258908  7.216537  12.136846  0.050124
alpha_subj(HC.neutral).96       3.277999  2.744748   0.365121  1.360623  2.323667    4.4125  10.840951  0.052289
alpha_subj(HC.neutral).97       0.314804  1.058616  -0.702878 -0.168741  0.135381  0.500942   2.579173  0.018313
alpha_subj(HC.neutral).98       5.077267  2.773414   1.414831  2.957875  4.485927  6.640327  11.772372  0.046887
alpha_subj(HC.neutral).100      3.436395   3.49687  -3.025277  1.019118  3.071029  5.606813  11.039363  0.057911
alpha_subj(HC.neutral).101      4.489824  3.127861  -0.437913  2.274326  4.080593  6.400112  11.470821  0.051679
alpha_subj(HC.neutral).102        1.6537  3.273776  -2.728668 -0.568478  0.788514  3.191094   9.817599  0.051116
alpha_subj(HC.neutral).103      1.984346   4.64937  -6.758531 -1.536988   2.22828  5.207641   10.69087   0.08101
alpha_subj(HC.neutral).104       1.28666  4.828077  -7.671224 -2.268031  1.551126  4.684354  10.497262   0.08828
alpha_subj(HC.neutral).105      5.305943  2.830011   1.240531   3.26648  4.897752  6.982692  11.813303  0.056374
alpha_subj(HC.neutral).106      3.618884  3.317673  -1.679048  1.151512  3.162815  5.740717  11.069339  0.058061
alpha_subj(HC.neutral).107      4.502146  2.772782   1.172696  2.394424  3.760514   5.96949  11.374442  0.045623
alpha_subj(HC.neutral).108      5.082547  2.800055   1.193087   2.93981  4.568535  6.708492  11.749952  0.041645
alpha_subj(HC.neutral).109      5.564331  2.687933    1.74372  3.536884  5.111994  7.084509   11.87246  0.041358
alpha_subj(HC.neutral).110      1.668047  4.904453  -7.440755 -2.064385  2.032609  5.069515  10.899275  0.113073
alpha_subj(HC.neutral).112      5.592382  2.716055   1.863867  3.507296  5.119974  7.131686  12.054876   0.04228
alpha_subj(HC.neutral).117      4.432593  2.839097   0.758264  2.227071  3.810991  6.068906  11.221783  0.045629
alpha_subj(RI.food).2           -0.19152  4.095033  -6.576831  -2.89523 -1.263027  2.061253   9.520596  0.075306
alpha_subj(RI.food).3           6.013139  2.664075   2.343556  4.009451  5.507461   7.51781  12.426051  0.044223
alpha_subj(RI.food).6           4.370531  3.518536  -2.428165  2.159087  4.207104  6.580966   11.62669  0.071043
alpha_subj(RI.food).11          4.333197  3.029438   0.162241  1.991604  3.775235   6.18569  11.361028  0.052017
alpha_subj(RI.food).18            1.4535  4.198004   -5.75518 -1.386739  0.780932  4.223649  10.666173  0.075283
alpha_subj(RI.food).20           0.47846   4.89775  -7.399607 -3.419007 -0.142731  4.048662  10.490149   0.09838
alpha_subj(RI.food).29          5.185434  2.763503   1.506106  3.063347  4.627053  6.719013  11.797924  0.042744
alpha_subj(RI.food).33          2.518296  3.350457  -1.821092  0.015486  1.580727  4.457959  10.484055  0.062864
alpha_subj(RI.food).34          5.313249  2.841269   1.202561  3.193353  4.848988  6.946223  12.043486  0.049082
alpha_subj(RI.food).39          5.597143  2.758797   1.797186  3.520342  5.078162  7.158253  12.202297  0.047125
alpha_subj(RI.food).43          4.960463  2.798227   1.402539  2.767691  4.311053  6.580003   11.68343  0.046202
alpha_subj(RI.food).46          3.983616  3.679894  -4.317593  1.804917  3.840562  6.132341  11.594315  0.075983
alpha_subj(RI.food).49          0.060929  0.597297  -0.854775 -0.303355  0.015942  0.350991   1.223849  0.008222
alpha_subj(RI.food).53         -5.985196  2.649264 -10.379462 -7.228889 -6.055039 -5.124066   2.139366  0.125702
alpha_subj(RI.food).55          1.937165  3.484704  -3.090229 -0.574935  1.000977  3.937538  10.350657  0.054414
alpha_subj(RI.food).57           1.01244  1.359849   -0.20306  0.376067  0.725691  1.192571   4.895219  0.026984
alpha_subj(RI.food).58          3.919434   3.26759  -0.934479  1.377601   3.51381  5.934095  11.276171  0.050209
alpha_subj(RI.food).59          4.860177  2.777738   1.396173   2.70666  4.189469  6.437194   11.55699  0.048622
alpha_subj(RI.food).63          4.286275  3.202286  -0.608951  1.922422  3.863142  6.241151  11.477801  0.051052
alpha_subj(RI.food).65          4.631013  3.195387  -1.022122  2.446745  4.306791    6.5195  11.728917  0.050846
alpha_subj(RI.food).72          0.934978  4.870778   -7.76239 -3.016298  0.964741  4.353435  10.500114  0.097869
alpha_subj(RI.food).74         -0.676775  0.781687  -2.083988  -1.12463  -0.66813 -0.252353   0.638646  0.014311
alpha_subj(RI.food).76          5.788434  2.741944   1.906673  3.729376   5.34512   7.32585  12.425337  0.044902
alpha_subj(RI.food).77          4.479902  3.106013   0.020725  2.121969   3.96936  6.348137  11.693276  0.050826
alpha_subj(RI.food).78           4.13622  3.125473  -0.119535  1.656056   3.61285    6.0742   11.32569  0.083546
alpha_subj(RI.food).82          2.964705   4.00297  -4.888539  0.419277  2.777895  5.515846  11.076367  0.052265
alpha_subj(RI.food).83          2.604064  3.625385  -2.302481 -0.316782  1.906392  4.939926  10.769194  0.104288
alpha_subj(RI.food).86          3.160178  4.244506    -4.8193  0.179546  3.300932  6.009843  11.392948   0.10743
alpha_subj(RI.food).91          -0.67888  0.704561  -1.744476 -1.055612 -0.709874 -0.360963   0.477558  0.014141
alpha_subj(RI.food).92          4.344815  2.968271   0.496727  2.008217  3.687104  6.059449  11.515773  0.052972
alpha_subj(RI.food).93          5.470495  2.810727   1.449872  3.357263  4.976454  7.084025  12.120158  0.041318
alpha_subj(RI.food).95          2.373589  3.305188  -1.875171 -0.042776  1.332752  4.299556   10.33239  0.060839
alpha_subj(RI.food).99          3.996078  2.942593   0.446511  1.715928  3.183097  5.648578  11.223348  0.052772
alpha_subj(RI.food).111         3.263152  3.322994  -0.899959  0.487266  2.574216  5.332864  10.967506  0.115584
alpha_subj(RI.food).113         5.669276  2.728079   1.759452  3.631152  5.188728  7.201354  12.312799  0.046686
alpha_subj(RI.neutral).2        -0.91177  4.747121  -7.930169 -4.167976 -2.518771  2.424047      9.729  0.126143
alpha_subj(RI.neutral).3        3.247198  2.656775   0.531286  1.395414  2.265961  4.332196   10.44034  0.044409
alpha_subj(RI.neutral).6        5.249877  2.815275   1.227074  3.113401  4.780802  6.889084   11.90982  0.048327
alpha_subj(RI.neutral).11       -0.43442  0.984306  -1.953738 -0.970104 -0.482395 -0.003662   1.262368  0.017481
alpha_subj(RI.neutral).18       2.708857  4.649796  -6.380461  0.009685  3.160355  5.836189  11.155623  0.117045
alpha_subj(RI.neutral).20       6.226298  2.556661   2.477007  4.352809   5.82017  7.657584  12.163822  0.042945
alpha_subj(RI.neutral).29        5.64387  2.659777   1.906686  3.630634  5.158987  7.189466  11.944943  0.041754
alpha_subj(RI.neutral).33       4.426853  3.869849  -4.638616  2.534135  4.500382  6.707978  11.763802  0.101182
alpha_subj(RI.neutral).34        5.31124  2.871477    1.12254  3.188073  4.842776  6.968562  12.114962  0.044032
alpha_subj(RI.neutral).39       3.880746    2.7454    0.80254  1.862133  2.980749  5.240715  10.904272  0.043953
alpha_subj(RI.neutral).43       5.451604  2.872349   1.208063  3.320521  5.010838  7.108004  12.110284  0.047058
alpha_subj(RI.neutral).46       3.411596  2.665227   0.620661  1.534398  2.460561  4.563932  10.493489   0.04993
alpha_subj(RI.neutral).49      -1.339405  0.784352  -2.650776 -1.901631 -1.355224 -0.832661    0.09242  0.016994
alpha_subj(RI.neutral).55       0.313503  4.798203  -7.514981 -3.599136  0.204241  3.661945  10.142202  0.139154
alpha_subj(RI.neutral).57        1.46559  4.671731  -7.245532 -1.829863   1.46621  4.747937  10.588646  0.081762
alpha_subj(RI.neutral).58       1.501977  4.611807  -6.766217 -2.073828  1.517595  4.651053  10.711261  0.084256
alpha_subj(RI.neutral).59       5.117609  2.802605   1.157552  2.969837  4.668847  6.747924  11.697357   0.04772
alpha_subj(RI.neutral).63       4.346093  2.939058   0.516304  2.043582  3.717486  6.039258  11.407453  0.049064
alpha_subj(RI.neutral).65       1.197768  2.930719  -1.880727 -0.703153  0.212214  2.010096   9.382913  0.059207
alpha_subj(RI.neutral).72        1.79499  4.470625  -5.679953 -2.074185  1.788043  4.995435  10.725258  0.133586
alpha_subj(RI.neutral).78       -0.29147  0.834855  -1.399637 -0.774388 -0.386516  0.046556   1.249707  0.025145
alpha_subj(RI.neutral).82        5.21669  2.749593   1.436471  3.110338  4.716644  6.770416  11.762546  0.044575
alpha_subj(RI.neutral).83       2.087761  4.130542  -4.363495 -1.104188  1.626267  4.874333   10.81246   0.09843
alpha_subj(RI.neutral).86       2.242064  2.208415   0.119501  0.968197  1.532436  2.549767   8.919722  0.048344
alpha_subj(RI.neutral).91      -0.891161  0.494105  -1.891624 -1.214143 -0.874792 -0.559369   0.051734  0.009634
alpha_subj(RI.neutral).92       2.328094  2.707505  -0.442889  0.525626  1.339062  3.293266   9.609687  0.069486
alpha_subj(RI.neutral).93        4.83773  2.800934   1.277605  2.666326  4.195741  6.376261  11.690514  0.045507
alpha_subj(RI.neutral).95       2.040305  3.928268  -4.355244 -0.830976  1.569401  4.695547  10.429048  0.058448
alpha_subj(RI.neutral).99       4.435597  2.749833   1.138472  2.316746  3.693594  5.936125  11.169793  0.043233
alpha_subj(RI.neutral).111      5.599787  2.695537   1.862852   3.56739  5.111007   7.14543  12.007703  0.039661
alpha_subj(RI.neutral).113       4.29747  2.914443    0.43238  1.970729    3.7135  6.064533  11.208824  0.045877
alpha_subj(RI.neutral).114      5.744558  2.684162    1.81493  3.746949  5.328081  7.291633  12.049067  0.040861
pos_alpha(AN.food)              -1.78497  0.756423  -3.251093 -2.296989 -1.794241 -1.299053  -0.277594  0.015835
pos_alpha(AN.neutral)           1.006508  0.899118  -0.686482  0.400818  0.981209  1.584307   2.891137   0.02787
pos_alpha(HC.food)              1.325944  0.700502   0.041521  0.850415  1.286724  1.783206    2.80323  0.019053
pos_alpha(HC.neutral)           1.198406  0.680829  -0.067333   0.72638  1.181597  1.640773   2.596183  0.018014
pos_alpha(RI.food)              0.738663  0.752134  -0.644816  0.224186  0.708205  1.230966   2.287174  0.020615
pos_alpha(RI.neutral)           1.573424   0.84753   0.021534  0.995044  1.543089  2.108547   3.392921  0.024501
pos_alpha_std                   3.122043  0.382916   2.457878  2.851139  3.095778  3.363515   3.955305  0.016672
pos_alpha_subj(AN.food).1      -3.191986  3.112393  -9.189158 -5.356164 -3.016823 -1.359788   3.316972  0.054481
pos_alpha_subj(AN.food).4      -3.419225  2.816218  -8.855421 -5.095661 -3.632737 -1.852961   2.864397  0.048088
pos_alpha_subj(AN.food).5      -4.154575   3.08198  -9.476772 -6.099539  -4.54218 -2.607973   3.069611  0.058885
pos_alpha_subj(AN.food).7      -3.348852  2.727764  -9.056064 -5.051872 -3.208582 -1.562347    2.02613  0.052851
pos_alpha_subj(AN.food).8      -3.499292  3.086032  -9.103434 -5.502839 -3.817072 -1.736837   3.378837  0.051106
pos_alpha_subj(AN.food).9       0.413064  1.332872  -1.433332 -0.430457  0.168337   0.93203   3.876039  0.029528
pos_alpha_subj(AN.food).10     -3.296197   3.41424  -9.391453 -5.569466 -3.787784 -0.948814   3.849107  0.056313
pos_alpha_subj(AN.food).12     -1.079914  1.769316  -3.468612 -2.217596 -1.428847 -0.446919   3.684141  0.053851
pos_alpha_subj(AN.food).13      2.706154  1.777163  -0.112168  1.470898  2.473866  3.700188   6.840764   0.02638
pos_alpha_subj(AN.food).14       2.68863  1.973069  -1.558444  1.514727  2.588842  3.854503   6.801484   0.03979
pos_alpha_subj(AN.food).15     -2.179029  0.223011  -2.615555 -2.328478 -2.182007 -2.029565  -1.739212  0.002953
pos_alpha_subj(AN.food).16      2.744065  1.576256   0.511469   1.60298  2.452529  3.591824    6.52289  0.026711
pos_alpha_subj(AN.food).17     -3.264424  2.359887  -8.225468 -4.460408 -3.199213 -2.120177   2.171617  0.035242
pos_alpha_subj(AN.food).19     -1.669766  2.873946  -6.921787  -3.30154 -2.380903 -0.123056   4.985812  0.063992
pos_alpha_subj(AN.food).21     -3.468079   2.72584  -8.807147 -5.017398 -3.624109 -2.159661   2.907033  0.044246
pos_alpha_subj(AN.food).22      0.348205  1.350985  -1.383063 -0.520477  0.068867  0.848291    3.83542  0.023548
pos_alpha_subj(AN.food).23     -3.548984  3.256255  -9.245721 -5.611581 -4.063913 -1.715165    3.71825  0.055265
pos_alpha_subj(AN.food).24     -1.848575  0.601435  -2.785677 -2.228815 -1.916988 -1.552276  -0.584984  0.016157
pos_alpha_subj(AN.food).25     -1.438683  0.415332    -2.2052 -1.728405 -1.455027 -1.169992  -0.591013  0.007897
pos_alpha_subj(AN.food).26     -1.559326  1.318721  -3.254117 -2.385946 -1.849122 -1.049452   1.770491  0.037522
pos_alpha_subj(AN.food).27     -0.719318  0.523901  -1.644544 -1.072718 -0.740583 -0.391657   0.348636  0.009862
pos_alpha_subj(AN.food).28     -0.059987  2.128335  -3.580317 -1.465487 -0.318916  1.117032   4.802049  0.062858
pos_alpha_subj(AN.food).30     -2.018096  0.401497  -2.722514  -2.29263 -2.051796 -1.774414  -1.150962  0.009472
pos_alpha_subj(AN.food).31     -2.838652  2.967412  -8.547657 -4.580169 -2.966972 -1.324324   3.705318  0.043179
pos_alpha_subj(AN.food).32     -8.131762  1.454647 -11.692311 -8.925881 -7.892189 -7.088648  -5.990871  0.021939
pos_alpha_subj(AN.food).35     -1.260143  0.516755  -2.218134 -1.611888 -1.279214 -0.932572  -0.175491   0.01333
pos_alpha_subj(AN.food).36      0.084715  0.721045  -0.945038 -0.350039 -0.003954  0.384485   1.676219  0.013475
pos_alpha_subj(AN.food).37      3.714071   1.56012   1.330072   2.60104  3.479526  4.580487   7.428976  0.023518
pos_alpha_subj(AN.food).38     -3.607942  2.908488  -9.134215 -5.391602 -3.799515 -2.099251   2.960832   0.04944
pos_alpha_subj(AN.food).40     -2.647418  0.470935  -3.294864 -2.941185 -2.724335 -2.456212  -1.494838  0.010265
pos_alpha_subj(AN.food).41     -3.544027  3.117381   -9.01259 -5.474561 -3.916188 -2.095318   3.579208  0.059391
pos_alpha_subj(AN.food).42     -1.386689   3.32736  -8.042377 -3.563405 -1.370801  0.958415   4.880498  0.068725
pos_alpha_subj(AN.food).44     -4.092988  2.949985  -9.390229 -5.833954 -4.378544 -2.735157   2.860859  0.045774
pos_alpha_subj(AN.food).45     -3.925645  2.448824    -8.9241 -5.376537   -3.8758 -2.331008   1.211119  0.053923
pos_alpha_subj(AN.neutral).1   -0.532286  3.947272  -7.497843 -3.764728 -0.443404  2.394412   6.955172  0.104628
pos_alpha_subj(AN.neutral).4    0.888675  3.576851  -6.112059 -1.507121  1.167793  3.335543   7.616963  0.065483
pos_alpha_subj(AN.neutral).5    0.549788  3.027764  -4.093181 -1.966515  0.407923    2.4824      7.121  0.083627
pos_alpha_subj(AN.neutral).7   -0.640436  3.759338  -7.281718 -3.567666  -0.71235  1.932427   6.894862  0.088347
pos_alpha_subj(AN.neutral).8    3.540746  1.922454   0.998425  2.123491   3.11053  4.575989   8.104048  0.029531
pos_alpha_subj(AN.neutral).9    0.898985  2.027585  -1.526142 -0.470781  0.334934  1.684815   6.368665  0.045587
pos_alpha_subj(AN.neutral).10   2.704776  2.177743  -0.393092  1.101445  2.290934  3.911061   7.980573  0.036245
pos_alpha_subj(AN.neutral).12   4.166349  1.965249   1.164067  2.748877  3.890995  5.302786   8.864313  0.028826
pos_alpha_subj(AN.neutral).13  -0.451739  1.204261  -1.974086 -1.145865 -0.655684 -0.057509   2.669696  0.034382
pos_alpha_subj(AN.neutral).14   1.432358  3.172627  -3.617795 -1.280768  1.485162   3.71804   7.758112  0.065773
pos_alpha_subj(AN.neutral).15   3.489396    2.0919   0.445549  1.931094  3.144888  4.687812   8.394574   0.03497
pos_alpha_subj(AN.neutral).16   4.361131  1.968264   1.493455  2.922127  4.033809  5.479136   9.078934   0.03067
pos_alpha_subj(AN.neutral).17   3.558396  2.106924   0.362673  2.028531  3.239554  4.782157   8.394786  0.029689
pos_alpha_subj(AN.neutral).19   3.007741  2.206544   -0.15768  1.368743  2.632206  4.272564    8.31652  0.035349
pos_alpha_subj(AN.neutral).22   1.048341  2.824593  -3.306277 -1.116514  0.802403  2.765062   7.269583  0.053843
pos_alpha_subj(AN.neutral).23   1.207853  3.591712  -6.132346 -0.992103  1.556697  3.569313   7.853442   0.08666
pos_alpha_subj(AN.neutral).24   0.425618     2.059  -1.928219 -0.904805 -0.218202  1.093903   6.123847  0.054632
pos_alpha_subj(AN.neutral).25  -1.050069  0.857097  -2.335913 -1.595039 -1.148821 -0.650037   0.788348  0.021855
pos_alpha_subj(AN.neutral).26   3.919537  1.938933   0.955151  2.503038  3.620038  5.048416   8.467131  0.031988
pos_alpha_subj(AN.neutral).28  -1.171743  3.177134  -6.255226 -3.331325 -1.808499  0.627861    6.25309  0.082862
pos_alpha_subj(AN.neutral).30  -0.415528  0.949002  -1.563991  -0.96259 -0.571931 -0.107562   1.869099  0.023953
pos_alpha_subj(AN.neutral).31  -1.428965  3.738983  -7.247341 -4.188793 -2.263196  1.216692    6.58746  0.085468
pos_alpha_subj(AN.neutral).32  -7.431108  1.244308 -10.347537 -8.101607 -7.236972 -6.547005   -5.55912  0.018717
pos_alpha_subj(AN.neutral).35   2.184106   1.96107  -0.420698  0.786523   1.71141  3.186349   7.125776   0.03711
pos_alpha_subj(AN.neutral).36    1.86264  1.892883  -0.410969   0.54558  1.313141  2.681172   6.797445  0.031183
pos_alpha_subj(AN.neutral).37   2.556534  1.956672   0.106567  1.168911  2.041892  3.487092   7.477994  0.033647
pos_alpha_subj(AN.neutral).38  -0.501629  3.920513  -7.139952 -3.644533 -0.666944  2.455656   7.091479  0.084124
pos_alpha_subj(AN.neutral).40   -0.86614  0.388686  -1.612988 -1.122376 -0.864682 -0.620747  -0.082888  0.006421
pos_alpha_subj(AN.neutral).41    0.24771  3.823494  -6.611901 -2.825633  0.351455  3.064109   7.516838  0.095329
pos_alpha_subj(AN.neutral).42   0.967458  2.521951  -2.552621 -0.883985  0.415293  2.394067   7.035041  0.046489
pos_alpha_subj(AN.neutral).45    3.75587  1.985927   0.888557  2.304139  3.410948  4.871281   8.504833  0.030421
pos_alpha_subj(AN.neutral).115  2.863498  2.094796  -0.011694  1.296373  2.441383  4.047302   7.911904  0.061103
pos_alpha_subj(AN.neutral).116 -0.802634  3.748438  -7.070066 -3.698646 -1.202588  1.889446   6.892791  0.073798
pos_alpha_subj(HC.food).47       2.72277  2.351842   -1.14194  1.069364  2.423857  4.106314   8.154178   0.03059
pos_alpha_subj(HC.food).48      2.834616  2.323083  -0.762472  1.157992  2.502509  4.197201      8.343  0.043988
pos_alpha_subj(HC.food).50       -0.6435  3.797171  -7.265144 -3.589404 -0.844323  2.045096   6.983338  0.077813
pos_alpha_subj(HC.food).51      2.680863  2.197018  -0.384987  1.070832   2.22542  3.884106   8.070392   0.03913
pos_alpha_subj(HC.food).52      0.015496   3.59765  -6.184731 -2.881376  -0.07101  2.602234   7.140708  0.074815
pos_alpha_subj(HC.food).54     -1.180227  3.457064  -6.506661 -3.626764 -2.010606  1.027832   6.554134  0.069727
pos_alpha_subj(HC.food).56      2.369846  1.992937  -0.022865  0.970884  1.788819  3.240361   7.511552  0.038417
pos_alpha_subj(HC.food).60      2.596531  2.263108  -0.700297    0.9184  2.187887  3.875271   7.947317  0.044901
pos_alpha_subj(HC.food).61      2.903457  1.957377   0.571452  1.503949  2.325008  3.826689   8.023533  0.033754
pos_alpha_subj(HC.food).62      3.895245  2.035252    0.89922  2.407441  3.547222  5.059926   8.597369  0.032421
pos_alpha_subj(HC.food).64      3.555293  2.426287  -1.992974  2.136238  3.404879  4.980766    8.70863  0.044495
pos_alpha_subj(HC.food).66     -0.757173  0.504672  -1.811488 -1.062772 -0.748961  -0.43681   0.220362  0.008412
pos_alpha_subj(HC.food).67      3.363355  2.283086  -0.529356  1.798156  3.122335  4.682316   8.455625  0.033994
pos_alpha_subj(HC.food).68      3.886327  2.032901   0.947711  2.372933   3.50921  5.039945   8.669098  0.032459
pos_alpha_subj(HC.food).69      2.196638  2.725161  -2.301089  0.178876  2.028681  3.937407   8.019596  0.060084
pos_alpha_subj(HC.food).70        3.6862  2.010176   0.663316  2.158169  3.413497  4.901554   8.328669  0.031396
pos_alpha_subj(HC.food).71      3.586979  2.147896   0.298491  2.029899  3.279226  4.819783     8.6228  0.034097
pos_alpha_subj(HC.food).73      3.062725  2.681755  -2.472709  1.491108  2.960689  4.639587    8.61308  0.039955
pos_alpha_subj(HC.food).75      1.150128  1.996435  -1.082497 -0.136839  0.538391  1.778513   6.871885  0.043622
pos_alpha_subj(HC.food).79     -2.119645  0.651622  -3.179482 -2.551456 -2.177861 -1.769473  -0.730999   0.01651
pos_alpha_subj(HC.food).80      3.090519     2.592  -2.422358  1.510968  3.013289  4.667063   8.423951  0.043074
pos_alpha_subj(HC.food).81      1.114272  3.151879  -3.808403 -1.383264   0.88073  3.186305   7.936478  0.064066
pos_alpha_subj(HC.food).84      3.290886  2.051048   0.460709  1.765321  2.866204  4.430325   8.168808  0.028179
pos_alpha_subj(HC.food).85      2.168855  2.881062  -2.731434 -0.029586   2.15972  4.102748   7.998725  0.065096
pos_alpha_subj(HC.food).87      2.933917  2.296746  -0.488931   1.26496  2.542042  4.264581   8.279168  0.040903
pos_alpha_subj(HC.food).88     -1.525331  1.306924   -2.96303 -2.239538 -1.783338 -1.189368   1.846668  0.038586
