,a(0.food),a(0.neutral),a(1.food),a(1.neutral),a_std,v(0.food),v(0.neutral),v(1.food),v(1.neutral),v_std,t(0.food),t(0.neutral),t(1.food),t(1.neutral),t_std,alpha(0.food),alpha(0.neutral),alpha(1.food),alpha(1.neutral),alpha_std,pos_alpha(0.food),pos_alpha(0.neutral),pos_alpha(1.food),pos_alpha(1.neutral),pos_alpha_std
0,1.46921410291232,1.2287952055678961,1.4477097302710753,1.2763304428325053,0.199368863211987,2.702390393157461,2.153448720968878,2.965962840947195,1.4609251034845625,1.160966388008543,0.19222861180001372,0.1855150622746824,0.19338575045959372,0.22407153443651268,0.10343714696485629,1.0277909814668469,3.347727023831023,4.09272105133697,3.808726639253697,8.66305285010699,-0.7894465238997688,1.4367398180884179,-2.563011953707355,0.5180384658783812,3.099727553656484
1,1.4441016900122794,1.2664363285133875,1.5268701964007647,1.410440653050638,0.2090778511714674,2.836497812953328,1.811544509300977,2.5706879955637385,1.5601564515834467,1.3068147519645665,0.1949082461417316,0.22753692831909464,0.18532247697979826,0.2038488964941955,0.08595100236715483,2.8541627564509504,1.9567849995239976,0.5443390640346504,3.5882586750474985,8.29726842249368,-0.9868826035547926,1.9318383999353324,-1.8589604070408376,1.2747179714943169,3.1766541574521066
2,1.483282831733463,1.2312348482115836,1.4245843732404189,1.4040978889769338,0.20990956545166056,2.4527586125059058,1.668885823434105,2.4731442932417953,1.2726506636803134,1.397743545512128,0.21089864110836093,0.21205140542279197,0.1963689761113178,0.2038140751627509,0.11138322342699912,0.45435641556833883,2.4260620555005885,0.8093209807595786,4.224098601544402,9.793732167866507,-2.569139125466182,0.4682022202250602,-1.692309047259214,2.0722716139100483,3.7584631789682312
3,1.4846842151322392,1.206194657095418,1.4385253961454474,1.2659206696074212,0.207944686041381,1.7855265207921025,2.5578682822705843,1.9967161498890726,1.033278199426306,1.6158927467465967,0.1953884411161338,0.2105214483901306,0.18192487346747588,0.20521916204382415,0.10560542541306257,0.35116492337402416,-0.34594933322333166,0.7644933486321163,4.539638857972172,9.467148540940066,-1.3692701586916483,2.079444338124004,-2.0076489247568983,0.33496708625117755,3.613887954187332
4,1.4676173038331854,1.1916518416212631,1.4910048129161833,1.2561056099118664,0.1982768109252899,1.607671582640979,2.5251679442434662,2.04429384973375,0.7295138452570007,1.3938517211000103,0.18888886055008874,0.22084263238003696,0.1916367727015592,0.18062485660922045,0.10214333508454518,6.905342012683038,-1.525943025563282,2.5601671364934515,3.126950973386702,9.436496647302862,-2.1674243011492558,2.7482683967421724,-3.107821056978498,1.2172518603895441,4.500714551872767
5,1.463176448305406,1.2681728388275788,1.5389360561544256,1.3765013874135228,0.19549974412959711,2.2170867999354322,1.9276538408447723,1.7023860249874945,1.2820568452714498,1.3549279617707288,0.17494384432576182,0.19211291899214156,0.19653645353381136,0.21174943224809545,0.09559754236570664,-0.9882296216378146,2.7976102194373684,1.2615901879014713,1.3741999878207656,9.353555485984172,-3.758961716369197,0.5855764859116286,-3.7553215640541735,1.0480535687529495,4.339191581401552
6,1.460046589984517,1.21664869344717,1.4843203022862017,1.2994011373268946,0.22767845300698972,2.4708447789642567,2.162649207420845,1.8288750641122744,1.3471777382767016,1.429675017505848,0.19201680986655695,0.16646415099894188,0.18180569264172866,0.23481775105204705,0.099652163353416,-4.308807032783421,1.68932911155689,3.2316020997992077,1.5688715542758853,8.912692514868345,-2.977147793860599,0.5003494180503174,-2.6724210555496892,-0.8791467520190761,4.390550466459066
7,1.3338219338476034,1.2336696535591738,1.5420807685062068,1.3504293541498904,0.20095137537979976,2.413980907651073,1.9050308906103508,1.5636462960950102,1.8682251860951742,1.4724380292590706,0.17288725960890178,0.18620885355111247,0.20017597670125115,0.2072157115441223,0.08305754142019627,0.8486963697965307,2.21931152537263,2.4986229474381005,1.2542819812640242,9.202527125822774,-3.3419102293383314,0.8118549575588561,0.6353106603021075,0.4105141148310745,4.785338909762045
8,1.417091162757029,1.2305853918085785,1.3914669952706198,1.2908445982135337,0.22435651406412244,2.3717547944083344,1.8781817822141562,1.9674773230365363,0.9179235511190574,1.488725111164996,0.16846192024459047,0.17776690379166948,0.19057013880023754,0.2123743122860637,0.07793663325632495,4.604269652944473,1.1805379863500292,1.8475379291650398,2.601048252704495,8.149115717097859,-0.5654495248006673,2.341700810916153,1.5266331042817853,1.7568733955286167,4.545663411837847
9,1.4611349224381498,1.1119290320335629,1.5015340748957544,1.4874495971736124,0.2205977176709359,2.426190364699025,2.464194969878631,2.0863958017997506,1.8310899992692051,1.6483184181387793,0.1944206525812887,0.17262686867464447,0.19380147390937894,0.2024160633652793,0.07762172783359235,4.2432008741631275,3.4845310356235353,-1.7751259529703778,1.75181524242889,8.78595619953742,-0.27936670427760446,0.33995430601897053,-0.24614211273229714,1.2329489803156735,3.5810046887533886
10,1.393281443387017,1.3215124531233102,1.418039135051637,1.398680135913954,0.21048141743127835,2.6214094208698038,3.0686999731305544,2.74337825544593,1.8409717242450738,1.4056024389992294,0.18540408344659026,0.1706989114361857,0.1985003197942859,0.21290715958758877,0.07685059560662523,2.3987237004943704,7.021734518322373,-1.7519346502767656,2.0492331117680194,8.954191994858427,-1.3790424742489609,2.5094232734706035,2.8245111881731164,1.9982442591153013,4.24426261209044
